id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
UniProt:Q9UKM7,GENE,Mannosidase alpha class 1B member 1,"ERMan1|ER alpha-1,2-mannosidase|ER mannosidase 1|Man9GlcNAc2-specific-processing alpha-mannosidase|Mannosidase alpha class 1B member 1|MAN1B1",Mannosidase alpha class 1B member 1,mammalian protein found in Homo sapiens
InterPro:IPR001680,GENE,WD40 repeat,WD40_repeatIPR001680,WD40 repeat,InterPro Repeat
KEGG-path:map04141,PHYS,Protein processing in endoplasmic reticulum,NA,Protein processing in endoplasmic reticulum,Biochemical pathway
HGNC:633,GENE,AQP1,CO|AQP-CHIP|AQP1|aquaporin 1 (Colton blood group)|CHIP28,aquaporin 1 (Colton blood group),protein-coding gene in the species Homo sapiens
KEGG-path:map04976,PHYS,Bile secretion,NA,Bile secretion,Biochemical pathway
KEGG-path:map04964,PHYS,Proximal tubule bicarbonate reclamation,NA,Proximal tubule bicarbonate reclamation,Biochemical pathway
KEGG-path:maphsa04924,PHYS,Renin secretion,NA,Renin secretion,Biochemical pathway
InterPro:IPR000425,GENE,Major intrinsic protein,MIP|IPR000425,Major intrinsic protein,InterPro Family
HGNC:642,GENE,AQP8,AQP8|AQP-8|aquaporin 8,aquaporin 8,protein-coding gene in the species Homo sapiens
HGNC:634,GENE,AQP2,AQP-CD|aquaporin 2|WCH-CD|AQP2,aquaporin 2,protein-coding gene in the species Homo sapiens
HGNC:637,GENE,AQP4,AQP4|aquaporin 4|HMIWC2|MIWC|WCH4,aquaporin 4,protein-coding gene in the species Homo sapiens
HGNC:638,GENE,AQP5,AQP5|AQP-5|aquaporin 5|PPKB,aquaporin 5,protein-coding gene in the species Homo sapiens
HGNC:639,GENE,AQP6,KID|AQP2L|AQP6|aquaporin 6,aquaporin 6,protein-coding gene in the species Homo sapiens
HGNC:7103,GENE,MIP,MIP|major intrinsic protein of lens fiber|CTRCT15|MIP26|MP26|AQP0|LIM1,major intrinsic protein of lens fiber,protein-coding gene in the species Homo sapiens
UniProt:P29972,GENE,Aquaporin 1 (Colton blood group),"AQP1|Aquaporin-CHIP|Water channel protein for red blood cells and kidney proximal tubule|aquaporin 1 (channel-forming integral protein, 28kDa, CO blood group)|aquaporin 1, Colton blood group antigen|aquaporin-1|channel-like integral membrane protein, 28-kDa|urine water channel",Aquaporin 1 (Colton blood group),mammalian protein found in Homo sapiens
UniProt:O94778,GENE,Aquaporin 8,AQP8|aquaporin-8,Aquaporin 8,mammalian protein found in Homo sapiens
UniProt:P41181,GENE,Aquaporin 2,AQP-CD|WCH-CD|AQP-2|aquaporin-2|AQP2|ADH water channel|Water channel protein for renal collecting duct|aquaporin 2 (collecting duct)|aquaporin-CD|collecting duct water channel protein|water-channel aquaporin 2,Aquaporin 2,mammalian protein found in Homo sapiens
UniProt:P55087,GENE,Aquaporin 4,AQP4|Mercurial-insensitive water channel|MIWC|WCH4|aquaporin-4|aquaporin type4,Aquaporin 4,mammalian protein found in Homo sapiens
UniProt:P55064,GENE,Aquaporin 5,AQP5|aquaporin-5,Aquaporin 5,mammalian protein found in Homo sapiens
UniProt:Q13520,GENE,Aquaporin 6,"AQP6|Aquaporin-2-like|hKID|AQP-6|aquaporin-6|aquaporin 2-like, kidney specific|aquaporin-6, kidney specific|kidney-specific aquaporin",Aquaporin 6,mammalian protein found in Homo sapiens
UniProt:P30301,GENE,Major intrinsic protein of lens fiber,MIP|MIP26|MP26|Aquaporin-0|lens fiber major intrinsic protein|aquaporin 0,Major intrinsic protein of lens fiber,mammalian protein found in Homo sapiens
CHEBI:506227,CHEM,N-acetyl-D-glucosamine,"N-Acetyl-D-glucosamine|GlcNAc|N-Acetylchitosamine|2-Acetamido-2-deoxy-D-glucose|2-Acetamido-2-deoxy-D-glucopyranose|N-Acetylglucosamine|N-[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide|Acetylglucosamine|2-Acetamido-2-deoxyglucose|2-Acetamido-D-glucose|2-(Acetylamino)-2-deoxyhexose|2-Acetylamino-2-deoxy-D-glucose",NA,chemical compound
HMDB:HMDB00215,CHEM,N-Acetyl-D-glucosamine,"N-Acetyl-D-glucosamine|GlcNAc|N-Acetylchitosamine|2-Acetamido-2-deoxy-D-glucose|2-Acetamido-2-deoxy-D-glucopyranose|N-Acetylglucosamine|N-[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide|Acetylglucosamine|2-Acetamido-2-deoxyglucose|2-Acetamido-D-glucose|2-(Acetylamino)-2-deoxyhexose|2-Acetylamino-2-deoxy-D-glucose",NA,"N-Acetyl-D-Glucosamine (N-acetlyglucosamine) is a monosaccharide derivative of glucose. Chemically it is an amide between glucosamine and acetic acid. A single N-acetlyglucosamine moiety linked to serine or threonine residues on nuclear and cytoplasmic proteins -O-GlcNAc, is an ubiquitous post-translational protein modification. O-GlcNAc modified proteins are involved in sensing the nutrient status of the surrounding cellular environment and adjusting the activity of cellular proteins accordingly. O-GlcNAc regulates cellular responses to hormones such as insulin, initiates a protective response to stress, modulates a cell's capacity to grow and divide, and regulates gene transcription. In humans, it exists in skin, cartilage and blood vessel as a component of hyaluronic acid, and bone tissue, cornea and aorta as a component of keratan sulfate."
DrugBank:DB00141,CHEM,N-Acetylglucosamine,2-Acetamido-2-deoxy-D-glucose|aldehydo-N-acetyl-D-glucosamine|D-GlcNAc|N-Acetyl-D-glucosamine|N-Acetylchitosamine,NA,The N-acetyl derivative of glucosamine.
CHEBI:17411,CHEM,N-Acetyl-D-glucosamine,D-GlcNAc|GlcNAc|N-Acetyl-beta-D-glucosamine|BetaGlcNAc|N-Acetyl-β-D-glucosamine,NA,pharmaceutical drug
GO:0006040,PHYS,amino sugar metabolic process,amino sugar metabolism|aminosaccharide metabolic process|aminosaccharide metabolism,amino sugar metabolic process,"The chemical reactions and pathways involving any amino sugar, sugars containing an amino group in place of a hydroxyl group."
GO:0006536,PHYS,glutamate metabolic process,GO:0006536|glutamic acid metabolic process|glutamic acid metabolism|glutamate metabolism,glutamate metabolic process,"The chemical reactions and pathways involving glutamate, the anion of 2-aminopentanedioic acid."
GO:0018146,PHYS,keratan sulfate biosynthetic process,keratan sulfate biosynthesis|keratan sulphate biosynthesis|keratan sulfate anabolism|keratan sulfate formation|keratan sulphate biosynthetic process|keratan sulfate synthesis,keratan sulfate biosynthetic process,"The chemical reactions and pathways resulting in the formation of keratan sulfate, a glycosaminoglycan with repeat units consisting of beta-1,4-linked D-galactopyranosyl-beta-(1,4)-N-acetyl-D-glucosamine 6-sulfate and with variable amounts of fucose."
GO:0035528,PHYS,UDP-N-acetylglucosamine biosynthesis involved in chitin biosynthesis,UDP-N-acetylglucosamine anabolism involved in chitin biosynthesis|UDP-N-acetylglucosamine formation involved in chitin biosynthesis|UDP-GlcNAc biosynthetic process involved in chitin biosynthesis|UDP-N-acetylglucosamine biosynthetic process involved in chitin biosynthetic process|UDP-N-acetylglucosamine synthesis involved in chitin biosynthesis|UDP-GlcNAc biosynthesis involved in chitin biosynthesis|UDP-GlcNAc biosynthetic process involved in chitin biosynthetic process,UDP-N-acetylglucosamine biosynthesis involved in chitin biosynthesis,"The chemical reactions and pathways resulting in the formation of UDP-N-acetylglucosamine, a substance composed of N-acetylglucosamine in glycosidic linkage with uridine diphosphate, that contribute to the biosynthesis of chitin."
FOODON:03401298,PHYS,dietary supplement,NA,dietary supplement,product that provides additional source of nutrients
CHEBI:27027,PHYS,micronutrient,NA,NA,NA
GO:0016020,ANAT,membrane,GO:0016020,membrane protein,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.
GO:0005764,ANAT,lysosome,GO:0005764,NA,"A small lytic vacuole that has cell cycle-independent morphology and is found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if pr"
UBERON:0000178,ANAT,blood,NA,NA,specialized bodily fluid in animals
UBERON:0001913,ANAT,human breast milk,Fore milk|Alternative uses for breast milk|Human milk|Hindmilk|Breast milk|Foremilk|Expressed breast milk|Breastmilk|Hind milk|Boob milk,human breast milk,milk produced by the breasts (or mammary glands) of a human female for her infant offspring
UBERON:0001988,ANAT,feces,poop|faeces|excrements|tool|poo|💩,NA,waste product from an animal's digestive tract
UBERON:0001836,ANAT,saliva,NA,NA,NA
UBERON:0001088,ANAT,urine,NA,NA,by-product of the body
UBERON:0000160,ANAT,intestine,NA,NA,alimentary canal of an animal through which food passes after having passed all stomachs
UBERON:0000345,ANAT,Myelin,NA,NA,NA
CL:0000233,ANAT,platelet,"thrombocyte|trombocit|Platelet, or Thrombocyte",NA,NA
UBERON:0002367,ANAT,prostate,NA,NA,Gland of the male reproductive system in most mammals
UniProt:Q9Y223,GENE,Glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,GNE|UDP-GlcNAc-2-epimerase/ManAc kinase,Glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,mammalian protein found in Homo sapiens
UniProt:P51606,GENE,Renin binding protein,GlcNAc 2-epimerase|N-acetyl-D-glucosamine 2-epimerase|RENBP|Renin-binding protein|RnBP,Renin binding protein,mammalian protein found in Homo sapiens
UniProt:O60909,GENE,"Beta-1,4-galactosyltransferase 2","B4GALT2|UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 2|UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 2","Beta-1,4-galactosyltransferase 2",mammalian protein found in Homo sapiens
UniProt:P15291,GENE,"Beta-1,4-galactosyltransferase 1","B4GALT1|UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1|UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1","Beta-1,4-galactosyltransferase 1",mammalian protein found in Homo sapiens
UniProt:P07686,GENE,Hexosaminidase subunit beta,Beta-N-acetylhexosaminidase subunit beta|Cervical cancer proto-oncogene 7 protein|HCC-7|HEXB|Hexosaminidase subunit B|N-acetyl-beta-glucosaminidase subunit beta,Hexosaminidase subunit beta,mammalian protein found in Homo sapiens
UniProt:P06865,GENE,Hexosaminidase subunit alpha,HEXA|Beta-N-acetylhexosaminidase subunit alpha|Hexosaminidase subunit A|N-acetyl-beta-glucosaminidase subunit alpha,Hexosaminidase subunit alpha,mammalian protein found in Homo sapiens
UniProt:Q9UJ70,GENE,N-acetylglucosamine kinase,NAGK|GlcNAc kinase,N-acetylglucosamine kinase,mammalian protein found in Homo sapiens
UniProt:Q9BZP6,GENE,"Chitinase, acidic",CHIA|Lung-specific protein TSA1902,"Chitinase, acidic",mammalian protein found in Homo sapiens
UniProt:Q9UK23,GENE,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,Mannose 6-phosphate-uncovering enzyme|Phosphodiester alpha-GlcNAcase|NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,mammalian protein found in Homo sapiens
UniProt:Q13231,GENE,Chitinase 1,Chitinase-1|CHIT1,Chitinase 1,mammalian protein found in Homo sapiens
UniProt:O60512,GENE,"Beta-1,4-galactosyltransferase 3","B4GALT3|UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 3|UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 3","Beta-1,4-galactosyltransferase 3",mammalian protein found in Homo sapiens
UniProt:O60513,GENE,"Beta-1,4-galactosyltransferase 4","UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 4|UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 4|B4GALT4","Beta-1,4-galactosyltransferase 4",mammalian protein found in Homo sapiens
UniProt:P54802,GENE,N-acetyl-alpha-glucosaminidase,NAG|NAGLU|N-acetyl-alpha-glucosaminidase,NA,mammalian protein found in Homo sapiens
UniProt:P61626,GENE,Lysozyme,"1,4-beta-N-acetylmuramidase C|LYZ",lysozyme 1-like,mammalian protein found in Homo sapiens
UniProt:Q8WZA1,GENE,"Protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)","GnT I.2|POMGNT1|UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2","Protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",mammalian protein found in Homo sapiens
UniProt:Q6UWQ5,GENE,Lysozyme like 1,LYZL1,Lysozyme like 1,mammalian protein found in Homo sapiens
UniProt:Q7Z4W2,GENE,Lysozyme like 2,LYZL2,Lysozyme like 2,mammalian protein found in Homo sapiens
UniProt:Q96QH8,GENE,Sperm acrosome associated 5B,Lysozyme-like protein 5|SLLP-X|SPACA5|SPACA5B|Sperm-specific lysozyme-like protein X,Sperm acrosome associated 5B,mammalian protein found in Homo sapiens
UniProt:O75951,GENE,Lysozyme like 6,LYZL6,Lysozyme like 6,mammalian protein found in Homo sapiens
UniProt:P36222,GENE,Chitinase 3 like 1,CGP-39|GP-39|CHI3L1|39 kDa synovial protein|Cartilage glycoprotein 39|hCGP-39|YKL-40,Chitinase 3 like 1,mammalian protein found in Homo sapiens
UniProt:Q15782,GENE,Chitinase 3 like 2,CHI3L2|Chondrocyte protein 39|YKL-39,Chitinase 3 like 2,mammalian protein found in Homo sapiens
UniProt:Q8WVB3,GENE,Hexosaminidase D,Beta-N-acetylhexosaminidase|HEXDC|Beta-hexosaminidase D|Hexosaminidase domain-containing protein|N-acetyl-beta-galactosaminidase,Hexosaminidase D,mammalian protein found in Homo sapiens
UniProt:O60502,GENE,Meningioma expressed antigen 5 (hyaluronidase),Beta-N-acetylglucosaminidase|NCOAT|Nuclear cytoplasmic O-GlcNAcase and acetyltransferase|Beta-hexosaminidase|Beta-N-acetylhexosaminidase|Meningioma-expressed antigen 5|N-acetyl-beta-D-glucosaminidase|N-acetyl-beta-glucosaminidase|MGEA5|3.2.1.-,Meningioma expressed antigen 5 (hyaluronidase),mammalian protein found in Homo sapiens
GO:0097316,PHYS,cellular response to N-acetyl-D-glucosamine,NA,cellular response to N-acetyl-D-glucosamine,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an N-acetyl-D-glucosamine stimulus."
GO:0097315,PHYS,response to N-acetyl-D-glucosamine,NA,response to N-acetyl-D-glucosamine,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an N-acetyl-D-glucosamine stimulus."
CHEBI:78366,CHEM,EC 2.7.1.1 (hexokinase) inhibitor,CHEBI:78366,EC 2.7.1.1 (hexokinase) inhibitor,"An EC 2.7.1.* (phosphotransferases with an alcohol group as acceptor) inhibitor that interferes with the action of hexokinase, EC 2.7.1.1, an enzyme that phosphorylates hexoses forming hexose phosphate."
CHEBI:76969,CHEM,bacterial metabolite,CHEBI:76969,bacterial metabolite,Any prokaryotic metabolite produced during a metabolic reaction in bacteria.
UniProt:P00811,GENE,"Penicillin-binding protein; beta-lactamase, intrinsically weak b4150",protein|ampC|b4150,"Penicillin-binding protein; beta-lactamase, intrinsically weak b4150",microbial protein found in Escherichia coli str. K-12 substr. MG1655
